name,address,phone,website,rating,reviews,hours,latitude,longitude,place_url,crawled_at,stt,chain
Circle K Viet Nam,"14 P. Khương Hạ, Khương Đình, Thanh Xuân, Hà Nội, Vietnam",N/A,https://www.circlek.com.vn/en/store-locator/,1.5,0,N/A,20.9925038,105.7981881,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@20.9925038,105.7981881,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135addf5d2e5635:0xdd35954911b515ca!8m2!3d20.9925038!4d105.8156976!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11px9dbpnj?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:04:45,25,Circle K
Circle K 40,"40 P.Trung Hòa, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",+84 24 3204 5464,https://www.circlek.com.vn/en/store-locator/,2.3,0,N/A,21.0147155,105.7843123,"https://www.google.com/maps/place/Circle+K+40/@21.0147155,105.7843123,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135aba83d16e23b:0xf62e26e2ebda2a1a!8m2!3d21.0147155!4d105.8018218!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11jh73_3gv?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:05:03,26,Circle K
Circle K Việt Nam,"2 P. Hoàng Ngân, Trung Hoà, Thanh Xuân, Hà Nội, Vietnam",+84 24 3200 1543,https://www.circlek.com.vn/,2.2,0,N/A,21.0071951,105.7942887,"https://www.google.com/maps/place/Circle+K+Vi%E1%BB%87t+Nam/@21.0071951,105.7942887,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ac9c24708f71:0x1c21f46923a4a327!8m2!3d21.0071951!4d105.8117982!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11gf3s1lp0?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:05:20,27,Circle K
Circle-K,"138 P.Trung Hòa, Yên Hoà, Cầu Giấy, Hà Nội, Vietnam",+84 24 3226 2720,https://www.circlek.com.vn/,2.5,0,N/A,21.0171442,105.7817489,"https://www.google.com/maps/place/Circle-K/@21.0171442,105.7817489,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab594e937a5f:0x37894d947b13352!8m2!3d21.0171442!4d105.7992584!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11c4k9kxtg?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:05:38,28,Circle K
Circle K Trần Hưng Đạo,"62 Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",+84 24 3201 2214,https://www.circlek.com.vn/vi/he-thong-circle-k/,2.6,0,N/A,21.0109608,105.8202802,"https://www.google.com/maps/place/Circle+K+Tr%C3%A2%CC%80n+H%C6%B0ng+%C4%90a%CC%A3o/@21.0109608,105.8202802,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135abf32ef4040f:0xf0f196acae11ea64!8m2!3d21.0221565!4d105.8488684!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11h62wzrkd?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:05:55,29,Circle K
Circle K Trung Kính,"K9-1E Trung Yên đối diện, 91 P. Trung Kính, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",+84 1900 3110,http://www.circlek.com.vn/,3.0,0,N/A,21.0139193,105.7807247,"https://www.google.com/maps/place/Circle+K+Trung+K%C3%ADnh/@21.0139193,105.7807247,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab58eaaa010d:0x7ece07b7c1e70a9a!8m2!3d21.0139193!4d105.7982342!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11bw77zxmm?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:06:12,30,Circle K
Circle K Viet Nam,"P. Trần Quang Diệu tổ 102, P, Đống Đa, Hà Nội, Vietnam",N/A,https://www.circlek.com.vn/en/store-locator/,1.4,0,N/A,21.0109608,105.8202803,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0109608,105.8202803,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135abeabe9e7df1:0xcb346f5657b155ee!8m2!3d21.0151008!4d105.8243572!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11tdcyxnfh?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:06:39,31,Circle K
Circle K,"7 P. Nguyễn Thị Định, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",+84 24 3200 4916,https://www.circlek.com.vn/vi/he-thong-circle-k/,2.0,0,N/A,21.0126881,105.7861739,"https://www.google.com/maps/place/Circle+K/@21.0126881,105.7861739,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135abf3ab2bd9e7:0x664a83b53a842295!8m2!3d21.0126881!4d105.8036834!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11ffgx1hn3?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:06:57,32,Circle K
Circle K Viet Nam,"70 P. Nguyên Hồng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",N/A,https://www.circlek.com.vn/en/store-locator/,2.8,0,N/A,21.015557,105.7915684,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.015557,105.7915684,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135aba230f32717:0x2aa654f377805651!8m2!3d21.015557!4d105.8090779!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11vbynyvm2?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:07:24,33,Circle K
Circle K Viet Nam,"91 P. Khâm Thiên, Khâm Thiên, Đống Đa, Hà Nội, Vietnam",+84 24 3204 8050,https://www.circlek.com.vn/en/store-locator/,2.7,0,N/A,21.0109608,105.8202802,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0109608,105.8202802,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab7dfc26d357:0x9a0af95adb67ec28!8m2!3d21.0189548!4d105.8375806!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11h465cvg_?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:07:41,34,Circle K
Circle K - Nguyen Hong,"20 P. Nguyên Hồng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",+84 1900 3110,https://www.circlek.com.vn/en/store-locator/,2.0,0,N/A,21.017634,105.7938886,"https://www.google.com/maps/place/Circle+K+-+Nguyen+Hong/@21.017634,105.7938886,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135abb07c9259e5:0x894317b19bcc930a!8m2!3d21.017634!4d105.8113981!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11q45ky75j?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:07:59,35,Circle K
Circle K Viet Nam,"14 P. Thái Hà, Trung Liệt, Đống Đa, Hà Nội, Vietnam",+84 1900 3110,https://www.circlek.com.vn/en/store-locator/,2.0,0,N/A,21.010223,105.8054816,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.010223,105.8054816,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab767423f9b5:0xe1ed5b5e8da0f0b0!8m2!3d21.010223!4d105.8229911!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11v43zn_4d?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:08:16,36,Circle K
Circle K Viet Nam,"Số 176D + 176E, Trương Định, Hoàng Mai, Hà Nội, Vietnam",+84 1900 3110,https://www.circlek.com.vn/en/store-locator/,2.6,0,N/A,20.9911238,105.8308866,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@20.9911238,105.8308866,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ad23f47d249f:0xce572747efd12d88!8m2!3d20.9911238!4d105.8483961!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11ts3c1tx1?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:08:33,37,Circle K
Circle K,"48 Ng. 116 P. Nhân Hòa, Nhân Chính, Thanh Xuân, Hà Nội, Vietnam",N/A,https://www.circlek.com.vn/en/store-locator/,2.0,0,N/A,21.0033358,105.7896486,"https://www.google.com/maps/place/Circle+K/@21.0033358,105.7896486,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ad8581703f91:0xc9e40767d3ab9655!8m2!3d21.0033358!4d105.8071581!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11frdj62b5?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:09:00,38,Circle K
Circle K,"105 Phố P. Chùa Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",+84 24 3244 4528,https://www.circlek.com.vn/,2.5,0,N/A,21.0232942,105.7873738,"https://www.google.com/maps/place/Circle+K/@21.0232942,105.7873738,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab680396ff8d:0x8ab335c2e533a906!8m2!3d21.0232942!4d105.8048833!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F1pzrz2h0w?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:09:18,39,Circle K
Circle K,"N8A1 P. Nguyễn Thị Thập, Nhân Chính, Thanh Xuân, Hà Nội, Vietnam",+84 1900 3110,https://www.circlek.com.vn/,2.0,0,N/A,21.0048259,105.7826275,"https://www.google.com/maps/place/Circle+K/@21.0048259,105.7826275,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135adf43f650b21:0xda88ee3c8af6de25!8m2!3d21.0048259!4d105.800137!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11fr0_hlzf?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:09:35,40,Circle K
Circle K Viet Nam,"75 P. Hàng Bông, Hàng Bông, Hoàn Kiếm, Hà Nội, Vietnam",N/A,https://www.circlek.com.vn/en/store-locator/,3.0,0,N/A,21.0302012,105.8297793,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0302012,105.8297793,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135abf4c2f32bad:0xf4a4e99630f376af!8m2!3d21.0302012!4d105.8472888!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11tr_bhv3s?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:10:02,41,Circle K
Circle K Viet Nam,"171 Lương Thế Vinh, P. Văn Quán, Thanh Xuân, Hà Nội, Vietnam",+84 24 3200 1078,https://www.circlek.com.vn/vi/he-thong-circle-k/,2.4,0,N/A,20.9908035,105.7787443,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@20.9908035,105.7787443,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ad74eccebe9b:0x754ed9c8ffea07a6!8m2!3d20.9908035!4d105.7962538!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11gj9c_81k?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:10:19,42,Circle K
Circle K,"Thửa đất Số 22, lô 6 khu 4.1CC, tuyến Láng Hạ - Thanh Xuân, Thanh Xuân, Hà Nội, Vietnam",+84 24 3200 7831,https://www.circlek.com.vn/,3.5,0,N/A,21.0109608,105.8202802,"https://www.google.com/maps/place/Circle+K/@21.0109608,105.8202802,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ac98b1d46203:0xbcf237c98b6a9881!8m2!3d21.0165702!4d105.8298551!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11f4pdb7r1?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:10:37,43,Circle K
Circle K Hoàng Thành Tower,"7B P. Đoàn Trần Nghiệp, Nguyễn Du, Hai Bà Trưng, Hà Nội, Vietnam",N/A,N/A,1.9,0,N/A,21.0109608,105.8202802,"https://www.google.com/maps/place/Circle+K+Ho%C3%A0ng+Th%C3%A0nh+Tower/@21.0109608,105.8202802,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab6dbea4bf2b:0x21d31e0934bdc470!8m2!3d21.0116531!4d105.8508236!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11kjqlz3lp?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:11:14,44,Circle K
Circle K Viet Nam,"380 P. Khâm Thiên, Thổ Quan, Đống Đa, Hà Nội, Vietnam",+84 24 3204 5477,https://www.circlek.com.vn/en/store-locator/,2.1,0,N/A,21.0109608,105.8202802,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0109608,105.8202802,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ab16a0afc1ef:0x8cbc5becdeca7b4b!8m2!3d21.0191857!4d105.830704!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAVoUIhJjaXJjbGUgayBow6AgbuG7mWmSARFjb252ZW5pZW5jZV9zdG9yZaoBcgoNL2cvMTFjNTluX3FucwoNL2cvMTFoMTV4eXdjeAoJL20vMDF4ejl2EAEqDCIIY2lyY2xlIGsoQjIfEAEiG3Fqq_I10WK4i52c9rxgwcNeYrGcHPYkwv8USjIWEAIiEmNpcmNsZSBrIGjDoCBu4buZaeABAA!16s%2Fg%2F11j5r66wsw?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:11:31,45,Circle K
Circle K Viet Nam,"2 Ng. 11 P. Lương Định Của, Kim Liên, Đống Đa, Hà Nội, Vietnam",N/A,https://www.circlek.com.vn/en/store-locator/,1.0,0,N/A,21.0109608,105.8202802,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0109608,105.8202802,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ada49804a053:0xf2989676ef90a516!8m2!3d21.0061539!4d105.8331914!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11w7ch7vbs?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:11:58,46,Circle K
Circle K Viet Nam,"25-27 Đ. Giải Phóng, Đồng Tâm, Hai Bà Trưng, Hà Nội, Vietnam",N/A,https://www.circlek.com.vn/en/store-locator/,3.7,0,N/A,21.0109608,105.8202802,"https://www.google.com/maps/place/Circle+K+Viet+Nam/@21.0109608,105.8202802,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135ad0079744d9f:0xeeb6a19922f78ac1!8m2!3d21.0044509!4d105.841601!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11w905ln1_?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:12:26,47,Circle K
Circle K VietNam,"186 P. Thái Thịnh, Thịnh Quang, Đống Đa, Hà Nội, Vietnam",+84 24 3217 1700,https://www.circlek.com.vn/en/store-locator/,2.8,0,N/A,21.0133434,105.7984189,"https://www.google.com/maps/place/Circle+K+VietNam/@21.0133434,105.7984189,14z/data=!4m10!1m2!2m1!1zQ2lyY2xlIEsgSMOgIE7hu5lp!3m6!1s0x3135abefd5d55b3d:0x35452d2b288cea37!8m2!3d21.0133434!4d105.8159284!15sChJDaXJjbGUgSyBIw6AgTuG7mWkiA4gBAZIBEWNvbnZlbmllbmNlX3N0b3JlqgFyCg0vZy8xMWM1OW5fcW5zCg0vZy8xMWgxNXh5d2N4CgkvbS8wMXh6OXYQASoMIghjaXJjbGUgayhCMh8QASIbcWqr8jXRYriLnZz2vGDBw15isZwc9iTC_xRKMhYQAiISY2lyY2xlIGsgaMOgIG7hu5lp4AEA!16s%2Fg%2F11fl998jz1?entry=ttu&g_ep=EgoyMDI1MTExNi4wIKXMDSoASAFQAw%3D%3D",2025-11-19 20:12:43,48,Circle K
